latitude,longitude,walkscore,bikescore,transitscore
45.02147359,-92.95789218,3,,
45.00517088,-92.96268888,12,,
45.00815007,-92.96062614,9,,
44.98003206,-92.96372727,3,,
45.00778121,-92.96202158,7,,
44.95919688,-92.96784769,45,,
44.95506721,-92.97294742,22,,
44.98403442,-92.94712532,2,,
44.9824405,-92.97690902,28,,
45.00145317,-92.96656156,15,,
44.99875499,-92.96644623,25,,
44.97052483,-92.96437841,42,,
45.01491534,-92.95615638,0,,
44.98904773,-92.97434188,4,,
44.95850157,-92.974604,24,,
45.00432314,-92.97479757,9,,
44.97346611,-92.95687924,22,,
44.97830083,-92.97162988,2,,
44.98921415,-92.96897234,10,,
44.95607612,-92.96889512,41,,
44.96499491,-92.9792646,38,,
45.01974669,-92.98210457,37,,
45.02467552,-92.9583012,1,,
44.97169273,-92.98470762,53,,
44.98558183,-92.984591,24,,
44.98651211,-92.96614015,9,,
44.953831,-92.967548,35,,
44.98018328,-92.97227663,4,,
44.95525167,-92.952243,25,,
44.9705692,-92.98012884,43,,
45.02437603,-92.95781162,1,,
45.02410094,-92.95793133,1,,
44.98229684,-92.95690166,1,,
44.98577372,-92.96585067,9,,
44.9796865,-92.96120744,3,,
44.97944083,-92.98160883,37,,
45.00209341,-92.96927449,10,,
44.989162,-92.96829518,10,,
45.01418276,-92.9507392,0,,
45.019307,-92.982349,37,,
45.00546945,-92.96359486,10,,
44.96328932,-92.97821374,35,,
44.9842938,-92.95623398,1,,
44.98183897,-92.97480614,15,,
44.99270996,-92.95664328,3,,
44.96336828,-92.97122995,42,,
44.98730676,-92.96630988,9,,
44.97362519,-92.95136697,14,,
45.02310084,-92.95530039,1,,
44.96352373,-92.97088695,42,,
44.98283426,-92.96797202,3,,
45.01923701,-92.95533674,1,,
44.98571155,-92.96755887,5,,
44.9764958,-92.95079485,9,,
44.98376769,-92.96199161,3,,
44.98981158,-92.95932466,1,,
44.98885306,-92.97258169,5,,
44.97335641,-92.95541302,22,,
44.95526254,-92.95221623,25,,
44.97367103,-92.95393909,18,,
44.968213,-92.973236,22,,
44.97812276,-92.97386752,3,,
45.01498858,-92.95975468,7,,
44.98403743,-92.96585183,4,,
44.9885728,-92.9507861,5,,
45.02500326,-92.97303203,16,,
44.968246,-92.962247,44,,
44.96425346,-92.97726682,35,,
44.97442619,-92.9510659,12,,
44.98713648,-92.96896137,3,,
44.97052381,-92.96423086,42,,
44.97344182,-92.95124032,16,,
44.96733214,-92.97308458,25,,
44.98401332,-92.96491324,4,,
44.98260113,-92.94643435,2,,
45.02041781,-92.95490656,2,,
44.97694178,-92.95261354,7,,
45.00831244,-92.9606473,8,,
45.02617118,-92.97972465,30,,
45.01275306,-92.96236419,8,,
44.968213,-92.973236,22,,
45.01668182,-92.97606891,10,,
44.98364271,-92.94594386,3,,
44.97478729,-92.95550272,14,,
44.98075009,-92.97228448,4,,
44.98901098,-92.97172322,7,,
44.9660304,-92.97012214,30,,
44.97994476,-92.96099171,2,,
44.99317006,-92.94754983,14,,
44.97071722,-92.96156256,36,,
44.97713064,-92.9569091,6,,
45.01600127,-92.95618261,0,,
44.97991975,-92.96122472,2,,
44.9825618,-92.9484225,2,,
44.98154753,-92.94991983,2,,
44.98300843,-92.94592971,3,,
44.9808334,-92.95631619,2,,
45.0259747,-92.97897834,30,,
45.0231194,-92.9558011,1,,
44.97892152,-92.97271984,3,,
44.98003863,-92.9577634,2,,
45.005498,-92.961392,10,,
45.01458509,-92.96012319,7,,
45.01042632,-92.98204194,37,,
45.00830484,-92.96071976,8,,
44.97248247,-92.94984277,16,,
44.98364295,-92.94452561,2,,
45.02407431,-92.95616999,1,,
45.02893916,-92.9829564,27,,
45.02536729,-92.95639053,0,,
44.97536458,-92.95164533,9,,
44.98914892,-92.96706909,12,,
44.97596592,-92.94962863,8,,
44.98335126,-92.95409846,1,,
44.98086452,-92.9532727,3,,
44.97152094,-92.96141416,29,,
45.02525135,-92.95609917,0,,
44.9872435,-92.950747,3,,
45.01267351,-92.95573778,0,,
45.0187537,-92.9617991,5,,
44.97594853,-92.94986039,9,,
44.9895516,-92.9510105,7,,
45.012373,-92.960662,8,,
45.02670526,-92.98100396,24,,
44.98750389,-92.9475158,7,,
45.014133,-92.962384,8,,
44.98950982,-92.96208791,13,,
45.0035605,-92.975242,8,,
44.97978997,-92.9480834,2,,
44.98233623,-92.97745091,28,,
45.01129853,-92.96356973,9,,
44.95527885,-92.95217608,25,,
45.00873797,-92.96300548,8,,
44.9663022,-92.97287416,25,,
44.992593,-92.952158,5,,
45.02411473,-92.98339818,39,,
44.98870134,-92.94727412,7,,
45.01508469,-92.94905483,0,,
44.97110477,-92.95425766,28,,
45.02288603,-92.95541336,1,,
45.0187537,-92.9617991,5,,
44.97556903,-92.94832081,8,,
44.96632207,-92.97573061,27,,
44.97852407,-92.94630719,0,,
44.98180005,-92.97804647,28,,
44.986036,-92.976036,5,,
44.95440611,-92.94285606,8,,
44.97941302,-92.94927464,1,,
44.97920822,-92.95034965,1,,
44.95480125,-92.97985221,18,,
44.95441085,-92.94386781,10,,
44.97608941,-92.97768761,38,,
44.98980251,-92.95562486,3,,
45.0201857,-92.97661054,20,,
44.992652,-92.948957,15,,
44.96587186,-92.97154477,27,,
44.9776298,-92.9806832,46,,
45.01866533,-92.95099862,0,,
44.95977125,-92.94845299,27,,
45.01551086,-92.952866,0,,
45.026322,-92.9763112,18,,
44.98100469,-92.94544478,2,,
44.97146063,-92.97372497,21,,
44.96755673,-92.94778606,27,,
45.0172974,-92.95071977,0,,
44.986111,-92.955737,1,,
44.96061111,-92.95054854,32,,
44.96125155,-92.94582196,29,,
44.96119482,-92.94545472,29,,
44.96040042,-92.94107324,24,,
44.958655,-92.946975,23,,
44.96124209,-92.94576076,29,,
45.0168951,-92.9489429,0,,
44.96333449,-92.95133524,46,,
44.9578338,-93.1316275,79,69,
44.94951028,-93.1397141,73,58,
,,,,
44.9681724,-93.1021505,64,54,
44.9609528,-93.1184585,77,78,
44.97479748,-93.11114605,63,51,
44.9488767,-93.114762,79,67,
44.9574692,-93.0789289,71,70,
44.9932516,-93.1234354,12,,
44.930706,-93.1497527,57,68,
44.930706,-93.1497527,57,68,
44.9665994,-93.1224372,54,70,
44.9672769,-93.1555793,49,58,
44.930706,-93.1497527,57,68,
44.9389602,-93.1126042,65,80,
44.98720863,-93.10703443,71,61,
44.9665994,-93.1224372,54,70,
44.9834142,-93.1148074,45,40,
44.9488763,-93.097303,97,59,
44.95835079,-93.12858176,83,73,
44.9744782,-93.0980398,53,69,
44.9696951,-93.1024334,64,55,
44.967691,-93.0754288,82,77,
44.97244578,-93.10583622,69,52,
44.930706,-93.1497527,57,68,
44.98301702,-93.06265354,63,74,
44.930706,-93.1497527,57,68,
44.991844,-93.109669,63,,
44.9892416,-93.0993305,33,55,
44.98388329,-93.11361735,51,43,
44.9650002,-93.1429788,38,63,
44.9375455,-93.1469834,79,70,
44.9826249,-93.1107545,55,47,
44.9434966,-93.1100157,75,64,
44.9554896,-93.0472219,40,54,
44.930706,-93.1497527,57,68,
44.9665994,-93.1224372,54,70,
44.9453844,-93.0124536,50,68,
44.97024947,-93.05678563,59,57,
44.9651796,-93.0928689,38,55,
44.9565988,-93.0611219,61,54,
44.9307503,-93.0900862,65,56,
44.974665,-93.094202,40,63,
44.958056,-93.126644,85,79,
44.930706,-93.1497527,57,68,
44.9786461,-93.0677691,79,56,
44.9593739,-93.149292,62,69,
44.96649463,-93.01695343,38,52,
44.9718657,-93.1575245,39,57,
44.9496121,-93.0986864,96,60,
44.93171351,-93.1197163,57,78,
44.9634163,-93.07620452,79,78,
44.97024083,-93.06265162,79,71,
44.95765059,-93.11661148,86,83,
44.94898841,-93.09751812,97,59,
44.97018076,-93.07225014,86,73,
44.94999356,-93.043596,28,63,
44.9554896,-93.0472219,40,54,
44.968753,-93.042644,50,60,
44.9755116,-93.0637028,79,54,
44.9242135,-93.074956,46,37,
44.95591934,-93.06189038,61,54,
44.9554896,-93.0472219,40,54,
44.965012,-93.04483013,45,61,
44.95654572,-93.13094669,84,72,
44.9583736,-93.013447,46,67,
44.930706,-93.1497527,57,68,
44.9640591,-93.1669907,82,76,
44.9579773,-93.1163564,86,83,
44.930706,-93.1497527,57,68,
44.9434966,-93.1100157,75,64,
44.9593739,-93.149292,62,69,
44.9403519,-93.1595734,74,74,
44.9492685,-93.0948907,98,60,
44.961877,-93.151228,42,62,
44.9650331,-93.091597,38,57,
44.92032587,-93.07732418,49,34,
44.9496121,-93.0986864,96,60,
44.98735493,-93.02684566,71,58,
44.93527465,-93.11865873,55,79,
44.92998883,-93.15027576,64,68,
44.9567508,-93.076585,70,65,
44.96301107,-93.0288039,43,52,
44.9352327,-93.1122414,60,73,
44.9315173,-93.1000614,39,44,
44.9501251,-93.1437258,68,64,
44.968005,-93.08284071,68,73,
44.9295453,-93.087463,70,40,
44.9512345,-93.121239,78,75,
44.96928369,-93.12447034,52,72,
44.9501414,-93.1381505,72,59,
44.9334778,-93.08245643,77,45,
44.9837366,-93.1145956,51,43,
44.9316138,-93.0993587,34,46,
44.989415,-93.1181721,22,27,
44.960338,-93.005041,43,64,
44.9615442,-93.0251902,48,55,
44.9228456,-93.0966251,57,39,
44.97783257,-93.11472871,52,51,
44.9496121,-93.0986864,96,60,
44.9742721,-93.1430334,37,71,
,,,,
44.994539,-93.050808,13,,
44.959441,-93.005039,42,64,
44.937527,-93.109643,65,69,
44.9250366,-93.1005416,64,59,
44.930706,-93.1497527,57,68,
44.9692415,-93.0624429,80,74,
44.961248,-93.005044,43,64,
44.9892416,-93.0993305,33,55,
44.9883773,-93.0981018,26,58,
44.9655187,-93.0938491,40,53,
44.97007957,-93.09567271,30,57,
44.9638167,-93.0239267,44,53,
44.9454053,-93.0997687,96,76,
44.9505599,-93.0567005,57,70,
44.9479465,-93.1091115,78,66,
,,,,
44.9038964,-93.1622397,61,66,
44.9656419,-93.0488207,34,66,
44.991844,-93.109669,63,,
44.92998883,-93.15027576,64,68,
44.9043733,-93.1623096,61,66,
44.9916237,-93.1336448,28,44,
44.96495683,-93.0528471,40,66,
44.930706,-93.1497527,57,68,
44.9677488,-93.0363821,39,37,
44.9408198,-93.1165378,70,65,
44.9595536,-93.13542175,68,65,
44.9847394,-93.0864952,30,68,
44.9534897,-93.121895,85,83,
44.9593739,-93.149292,62,69,
44.9479336,-93.1126853,79,71,
44.98373808,-93.02290646,57,62,
44.959441,-93.005039,42,64,
44.96690378,-93.01654621,38,52,
44.9711016,-93.1430393,40,70,
44.95655052,-93.15099776,76,74,
44.9888203,-93.1201212,18,26,
44.961248,-93.005044,43,64,
44.91974389,-93.13622696,55,76,
44.9352327,-93.1122414,60,73,
44.9723353,-93.1584966,33,60,
44.984583,-93.113517,56,44,
44.9722802,-93.1372691,35,68,
44.95673641,-93.12286034,88,84,
44.9232327,-93.0687135,23,22,
44.9723012,-93.0669026,83,60,
44.9446829,-93.0140812,51,68,
44.96846724,-93.11694746,52,62,
44.9671639,-93.10877,65,56,
44.9571847,-93.0500887,48,54,
,,,,
44.9038812,-93.1627887,63,63,
44.928392,-93.0937275,48,45,
44.9496121,-93.0986864,96,60,
44.9560005,-93.0712183,71,73,
44.9496121,-93.0986864,96,60,
44.9627771,-93.13037,64,68,
44.97759416,-93.06706847,83,53,
44.975505,-93.065312,83,53,
44.9567508,-93.076585,70,65,
,,,,
44.989415,-93.1181721,22,27,
44.9488767,-93.114762,79,67,
44.96301086,-93.02872821,43,52,
44.959911,-93.176855,78,83,
44.9496121,-93.0986864,96,60,
44.939611,-93.1085053,78,79,
44.9713467,-93.1409824,41,68,
44.9222871,-93.070572,21,22,
44.9622346,-93.1275591,72,73,
44.9584542,-93.1288131,83,73,
44.90403148,-93.16324088,63,63,
44.9786265,-93.0163907,19,51,
44.9695215,-93.1214408,50,71,
44.9352327,-93.1122414,60,73,
44.9315574,-93.092592,54,56,
44.973705,-93.094073,35,60,
44.97705,-93.11218594,55,50,
44.9691968,-93.0668349,84,67,
44.9455866,-93.1165387,81,70,
44.9496121,-93.0986864,96,60,
44.9492685,-93.0948907,98,60,
44.93168438,-93.12688238,60,75,
44.973705,-93.094073,35,60,
44.960338,-93.005041,43,64,
44.9759142,-93.0602319,73,56,
44.9638043,-93.024396,44,53,
44.9501738,-93.1343098,70,58,
44.95745359,-93.14107679,77,65,
44.9676572,-93.1077134,68,55,
44.96819935,-93.08258,68,73,
44.9496121,-93.0986864,96,60,
44.935294,-93.11685,56,78,
44.976605,-93.110908,60,51,
44.9702549,-93.12866105,51,64,
44.991844,-93.109669,63,,
44.95654621,-93.15271776,76,75,
44.957681,-93.037479,36,41,
44.9449178,-93.0135097,51,68,
,,,,
44.967979,-93.0235822,49,46,
44.9636051,-93.1743933,72,79,
44.9403956,-93.1169086,56,60,
44.9462634,-93.0146783,64,72,
44.9731454,-93.0717737,86,55,
44.9764122,-93.0091373,6,48,
44.96300962,-93.02827407,43,52,
44.96986033,-93.113466,59,54,
44.9754721,-93.0679001,83,53,
44.960338,-93.005041,43,64,
44.9567508,-93.076585,70,65,
44.9641811,-93.0225943,43,54,
44.9532199,-93.1388167,75,64,
44.96301231,-93.02925803,41,48,
44.9408198,-93.1165378,70,65,
44.9496121,-93.0986864,96,60,
44.9584542,-93.1288131,83,73,
44.97002138,-93.08573952,59,68,
44.92952315,-93.14169188,53,65,
44.96782934,-93.03410321,41,37,
44.9294742,-93.0699555,52,48,
,,,,
44.96831151,-93.11317939,59,55,
44.95666341,-93.05949717,59,53,
44.95401631,-93.14248566,77,66,
44.96485003,-93.03133793,39,40,
44.9691719,-93.1163276,52,62,
,,,,
,,,,
44.9201651,-93.0621001,5,21,
44.9894037,-93.1181577,22,27,
44.969354,-93.1082907,67,53,
44.9567508,-93.076585,70,65,
44.9496121,-93.0986864,96,60,
,,,,
44.991844,-93.109669,63,,
44.9732323,-93.0480712,57,68,
44.9554896,-93.0472219,40,54,
44.92604416,-93.07946939,70,48,
44.9796579,-93.0256401,51,56,
,,,,
44.9709692,-93.1425527,40,70,
44.9716044,-93.1326726,44,62,
44.93346849,-93.08244207,77,45,
44.9584542,-93.1288131,83,73,
44.9492685,-93.0948907,98,60,
44.95231423,-93.05667806,56,59,
44.9095193,-93.1475561,31,52,
44.9477932,-93.0305716,41,43,
44.97522664,-93.07634509,80,46,
44.928025,-93.081541,75,40,
44.9511768,-93.089487,96,65,
44.92675624,-93.10057033,58,63,
44.96476051,-93.06849963,78,74,
44.919735,-93.1328217,51,72,
44.959441,-93.005039,42,64,
44.9241438,-93.0700833,28,26,
44.97521062,-93.09649986,46,66,
44.9352327,-93.1122414,60,73,
44.957755,-93.043412,38,51,
44.983197,-93.10283826,63,54,
44.9455871,-93.1162637,81,70,
44.9805288,-93.1087572,55,48,
44.9723353,-93.1584966,33,60,
44.9665994,-93.1224372,54,70,
44.963952,-93.004236,39,61,
44.9701051,-93.0244735,50,46,
44.963952,-93.004236,39,61,
44.9224684,-93.0709219,21,22,
44.9455866,-93.1165387,81,70,
44.96380223,-93.07875854,67,72,
44.96224573,-93.0526313,46,61,
44.9718657,-93.1575245,39,57,
44.9632719,-93.0183406,33,55,
44.9496121,-93.0986864,96,60,
44.974665,-93.094202,40,63,
44.9909584,-93.1086754,68,58,
44.93345608,-93.08242293,77,45,
44.9201281,-93.1363102,58,71,
44.97371724,-93.11218376,60,53,
44.9622412,-93.1219787,69,76,
44.96319257,-93.042061,42,57,
,,,,
44.9768279,-93.0293034,57,53,
,,,,
44.92803281,-93.09760494,47,58,
44.9631968,-93.0745533,81,73,
44.9315418,-93.0924941,54,56,
44.9672696,-93.156503,49,58,
44.975952,-93.0581354,70,58,
44.9662026,-93.0961817,43,53,
44.96691422,-93.01656679,38,52,
44.9547671,-93.041317,29,43,
44.9693321,-93.0144115,37,51,
44.988161,-93.0155516,45,56,
44.9654888,-93.1523731,42,61,
44.956714,-93.141379,81,67,
44.92522,-93.1339571,69,66,
44.98151019,-93.0746542,64,57,
44.95121093,-93.13853293,72,59,
44.9669316,-93.0232362,46,49,
44.969257,-93.0577734,66,61,
44.9246273,-93.0738014,47,36,
44.92501908,-93.101753,63,64,
44.97041436,-93.05393629,47,59,
44.974665,-93.094202,40,63,
44.9291613,-93.1364167,60,71,
44.98330224,-93.07641649,53,56,
44.98481248,-93.02857028,63,56,
44.968753,-93.042644,50,60,
44.9248767,-93.1385032,65,62,
44.95120878,-93.14261829,69,60,
44.9628043,-93.1360339,48,62,
44.959441,-93.005039,42,64,
,,,,
44.955763,-93.05913143,58,52,
44.95745269,-93.13310559,76,67,
44.978629,-93.0712068,77,54,
44.96976154,-93.01622417,39,49,
44.9646199,-93.1495242,38,64,
44.97935489,-93.07004956,77,54,
44.9434966,-93.1100157,75,64,
44.963952,-93.004236,39,61,
44.98380986,-93.07594633,53,56,
44.9774499,-93.05717576,70,68,
44.9767977,-93.0646651,81,56,
44.9059975,-93.1607693,58,59,
44.96689724,-93.01653336,38,52,
44.9812715,-93.1015066,52,53,
,,,,
44.97124538,-93.11115877,62,51,
44.9487115,-93.1744053,74,78,
44.9751385,-93.0864714,51,62,
44.9736327,-93.1023494,64,57,
44.974998,-93.09911414,57,65,
,,,,
44.95775427,-93.04787673,46,54,
44.9263999,-93.0743102,61,45,
44.96876849,-93.08128222,70,72,
44.95668438,-93.158821,84,79,
44.9693601,-93.0946179,24,56,
44.9234361,-93.099053,64,49,
44.9244524,-93.1039286,60,68,
44.95685244,-93.04861306,45,57,
44.9632694,-93.0115189,39,62,
44.986787,-93.0226519,68,64,
44.93347159,-93.08244686,77,45,
44.9776204,-93.1024476,65,56,
44.989998,-93.11852,22,27,
44.95851579,-93.12858176,83,73,
44.98657457,-93.07225543,51,57,
44.979955,-93.105785,69,50,
44.9320458,-93.087326,74,53,
44.97004543,-93.08314471,66,67,
44.9727927,-93.0216532,40,47,
44.915996,-93.076054,59,,
44.98032422,-93.10578207,69,50,
44.9250332,-93.0749756,52,45,
44.9786142,-93.0703184,77,54,
44.9840061,-93.0155454,27,58,
44.9850193,-93.1272178,25,43,
44.98465245,-93.02978883,58,55,
44.957756,-93.0470755,45,58,
44.9843775,-93.1079569,67,56,
44.98736093,-93.02925086,67,57,
44.9554896,-93.0472219,40,54,
44.9620593,-93.1263438,75,74,
44.9449621,-93.0949997,96,64,
44.972826,-93.0578407,62,51,
44.94771686,-93.01321329,63,75,
44.9645622,-93.096888,57,54,
44.96229059,-93.02746036,44,52,
44.9587261,-93.0194282,47,56,
44.9609528,-93.1184585,77,78,
44.981675,-93.071639,64,58,
44.9668196,-93.0164953,38,52,
44.9789625,-93.104696,70,51,
44.96762233,-93.11092133,62,57,
44.95654828,-93.15225534,76,75,
44.96317959,-93.03008962,41,48,
44.9691725,-93.0718185,84,72,
44.932636,-93.1515946,52,65,
44.95439916,-93.17324793,84,74,
44.9435984,-93.1652882,78,77,
44.989951,-93.107153,71,62,
44.971908,-93.0594699,69,61,
44.97024831,-93.05543156,54,60,
44.973705,-93.094073,35,60,
44.92212214,-93.08410286,46,34,
44.96501248,-93.02985355,42,41,
44.9785476,-93.079581,65,49,
44.9894666,-93.0227133,70,61,
44.9414971,-93.1148151,70,63,
44.95671607,-93.14433617,79,70,
44.958761,-93.0139551,38,63,
44.969739,-93.056168,54,60,
44.92526791,-93.13076878,69,70,
44.9492685,-93.0948907,98,60,
44.9739733,-93.1005393,61,61,
,,,,
44.9749238,-93.074753,83,48,
44.975883,-93.0648028,81,53,
44.9450971,-93.1297634,85,65,
44.961248,-93.005044,43,64,
44.9675195,-93.0154935,34,53,
44.9523262,-93.1395222,72,60,
44.9731588,-93.0685553,84,60,
44.9881357,-93.0192765,63,65,
44.97556329,-93.12012429,41,65,
44.971906,-93.063631,78,64,
44.973705,-93.094073,35,60,
44.9060649,-93.1537769,28,52,
44.9710818,-93.0521985,46,60,
,,,,
44.92669282,-93.07941495,70,48,
44.9888203,-93.1201212,18,26,
44.9656098,-93.0291361,45,47,
44.975651,-93.112303,54,51,
44.93328288,-93.11577797,55,73,
44.9645931,-93.1807998,49,78,
44.991844,-93.109669,63,,
44.97019733,-93.08456414,63,68,
44.9512345,-93.121239,78,75,
44.96811244,-93.11092311,62,55,
44.97267876,-93.13658259,33,64,
44.9726219,-93.0858172,54,60,
44.9884653,-93.1023849,64,59,
44.9811734,-93.1105181,50,47,
44.9641765,-93.0158092,37,57,
44.92229996,-93.14255067,53,64,
44.9802007,-93.1087609,55,48,
44.9719426,-93.0513483,45,64,
44.96181522,-93.05065406,42,60,
44.97743095,-93.02760208,54,54,
44.9501429,-93.0491107,42,65,
44.959441,-93.005039,42,64,
44.9593739,-93.149292,62,69,
44.95686451,-93.02909696,48,44,
44.9631752,-93.1344626,50,62,
44.9023547,-93.1605504,51,60,
44.9843411,-93.0867371,30,68,
44.9618334,-93.0815461,69,74,
44.9257374,-93.1042615,55,60,
44.9646626,-93.0084118,41,63,
44.9732764,-93.0770698,82,48,
44.952998,-93.0636262,57,60,
44.9914978,-93.1088482,67,56,
44.9472928,-93.1420675,75,64,
44.9763832,-93.0506204,61,71,
44.95492792,-93.169692,86,76,
44.9902564,-93.1343214,33,46,
44.973705,-93.094073,35,60,
44.9899783,-93.0295573,67,57,
44.9480348,-93.1216302,84,65,
44.959441,-93.005039,42,64,
44.960502,-93.0204596,41,57,
44.98027421,-93.06830937,72,59,
44.9861512,-93.0198912,60,65,
44.9870575,-93.15721,51,57,
44.95395297,-93.06166241,52,57,
44.97764253,-93.11473116,52,51,
44.9571224,-93.0606132,59,53,
44.9669139,-93.01656614,38,52,
44.9753782,-93.0384942,66,69,
44.963952,-93.004236,39,61,
44.97935711,-93.06969844,78,55,
44.9585317,-93.0048557,42,65,
44.9297874,-93.0987397,44,65,
44.9731984,-93.0534448,54,61,
44.9476954,-93.1260252,86,61,
44.9601506,-93.10464794,83,68,
44.9529264,-93.0622175,52,57,
,,,,
44.968753,-93.042644,50,60,
44.961248,-93.005044,43,64,
44.9703505,-93.071558,86,73,
44.9702359,-93.06473276,80,72,
44.97024145,-93.06220059,77,68,
44.9585317,-93.0048557,42,65,
44.9706375,-93.1111613,63,53,
44.97294052,-93.12875245,47,70,
44.9766732,-93.0828755,64,56,
44.9883565,-93.0667583,47,60,
44.98373845,-93.02258653,57,62,
44.92619563,-93.100796,58,63,
44.9587754,-93.0134079,38,63,
44.96709308,-93.01125827,34,57,
44.9768414,-93.030168,57,53,
44.9529739,-93.0563483,56,55,
44.99044933,-93.07378267,23,47,
44.9496121,-93.0986864,96,60,
44.9250528,-93.0756018,52,45,
44.95671266,-93.14039772,81,67,
44.9379086,-93.1542826,74,73,
44.9704471,-93.1082915,67,53,
44.92063144,-93.13877811,57,69,
44.9296551,-93.1034484,42,45,
44.991844,-93.109669,63,,
44.96805653,-93.01188565,34,55,
44.9293971,-93.0883373,66,41,
,,,,
44.9581031,-93.1798189,74,83,
44.989328,-93.073543,30,52,
44.97427063,-93.03849888,61,68,
44.9894521,-93.1277415,18,38,
44.9505445,-93.1737495,68,77,
44.9650461,-93.014607,39,56,
44.9587867,-93.0129779,38,63,
44.960338,-93.005041,43,64,
44.96228926,-93.02672703,44,52,
44.991844,-93.109669,63,,
44.9631599,-93.133026,56,64,
44.9750128,-93.009696,9,51,
44.986272,-93.11342,45,41,
44.9523512,-93.1306262,76,66,
44.960338,-93.005041,43,64,
44.9697266,-93.0232864,50,46,
44.98186336,-93.01800991,33,58,
44.961248,-93.005044,43,64,
44.96822347,-93.01294404,31,52,
44.9740092,-93.104591,70,53,
44.9476138,-93.1126879,79,71,
44.97040421,-93.06309729,79,71,
44.994539,-93.050808,13,,
44.9650743,-93.0140267,37,58,
44.9848704,-93.0204329,59,64,
44.9728731,-93.0560793,56,58,
44.920203,-93.0715705,33,32,
,,,,
44.9471749,-93.1420863,75,64,
44.9449621,-93.0949997,96,64,
44.945028,-93.154262,66,78,
44.9672963,-93.1022127,65,53,
44.957616,-93.13050103,80,71,
44.9249915,-93.0704159,36,31,
44.936886,-93.116866,55,79,
44.9764459,-93.0641955,81,53,
44.9740671,-93.0439782,61,72,
44.9781873,-93.0672094,83,53,
44.97757963,-93.068514,82,53,
44.990321,-93.0714174,19,43,
44.9581031,-93.1798189,74,83,
44.97835817,-93.11240607,49,48,
44.9414971,-93.114671,63,65,
44.96312024,-93.05696476,64,64,
44.97270448,-93.13065494,45,68,
44.9503153,-93.0856271,89,74,
44.97024186,-93.0618999,77,68,
44.9758175,-93.0753988,82,53,
44.9617386,-93.0800108,73,74,
44.93127286,-93.12561543,61,78,
44.9023226,-93.1599566,51,60,
44.9759365,-93.051205,61,71,
44.9514391,-93.0939577,95,53,
44.9668196,-93.0164953,38,52,
44.98736162,-93.02955624,67,57,
44.9720577,-93.133086,41,60,
44.9369396,-93.11186,65,77,
,,,,
44.9663938,-93.1796796,38,69,
44.96016759,-93.13021152,76,70,
44.9234519,-93.1359558,65,64,
44.973705,-93.094073,35,60,
44.9506026,-93.0932757,97,57,
44.9522223,-93.0937527,95,53,
,,,,
44.95669818,-93.04485245,42,53,
44.9542385,-93.058109,56,55,
44.961248,-93.005044,43,64,
44.9731361,-93.0748358,84,50,
44.97457413,-93.03849738,61,68,
44.965247,-93.0167935,37,55,
44.9863431,-93.0181457,53,63,
44.95671593,-93.1479321,78,73,
44.974665,-93.094202,40,63,
44.98375741,-93.06299194,63,74,
44.9757786,-93.1105608,60,51,
44.98482286,-93.031305,53,53,
44.9508046,-93.1803117,68,81,
44.960241,-93.11214093,82,76,
44.9764207,-93.0610516,76,54,
44.945971,-93.1734704,80,78,
44.97934,-93.07172375,76,54,
44.9757119,-93.0385587,66,69,
44.97832914,-93.08152886,62,49,
44.9692087,-93.0650303,81,73,
44.95401707,-93.14130214,78,64,
44.9899731,-93.029753,67,57,
,,,,
44.9834142,-93.1148074,45,40,
44.95776545,-93.02851224,46,47,
,,,,
44.989998,-93.11852,22,27,
44.9504756,-93.16571,77,80,
44.9755294,-93.0521233,61,72,
44.991844,-93.109669,63,,
,,,,
44.9659921,-93.0229409,44,52,
44.959441,-93.005039,42,64,
44.963952,-93.004236,39,61,
,,,,
44.9804188,-93.0244258,49,57,
44.9889858,-93.0788988,17,50,
44.987694,-93.021373,67,65,
,,,,
44.96955344,-93.11116038,63,53,
44.969696,-93.0234106,50,46,
44.9496121,-93.0986864,96,60,
44.95687722,-93.037182,36,37,
44.961248,-93.005044,43,64,
44.950148,-93.1352504,70,58,
44.989951,-93.107153,71,62,
44.96213386,-93.03195359,38,47,
44.95370643,-93.03777754,36,36,
44.9514391,-93.0939577,95,53,
44.959441,-93.005039,42,64,
44.976143,-93.079558,72,50,
44.968753,-93.042644,50,60,
,,,,
44.973986,-93.1000692,61,61,
44.97741979,-93.067993,83,53,
44.96296038,-93.05920345,69,66,
44.97682521,-93.11496893,49,54,
44.9026412,-93.1667492,66,73,
44.96749515,-93.01632888,38,52,
44.9894549,-93.0207401,67,62,
44.96016948,-93.15002383,62,69,
44.957681,-93.037479,36,41,
44.9899678,-93.0285749,70,58,
44.95851634,-93.12982997,80,71,
44.98374273,-93.01948086,48,61,
44.972147,-93.0953122,34,59,
44.9215549,-93.0836656,46,34,
44.9348772,-93.1146608,59,74,
44.9521155,-93.0916743,95,56,
44.9766518,-93.0850828,57,59,
44.9748847,-93.0951368,40,63,
44.9628159,-93.147556,45,66,
44.9882559,-93.02675,71,58,
44.96227097,-93.04931821,41,61,
44.9708296,-93.0847205,62,64,
44.9855628,-93.0745583,51,58,
44.9834142,-93.1148074,45,40,
44.9906728,-93.0473373,21,54,
44.96213713,-93.0343695,35,43,
44.9567508,-93.076585,70,65,
44.959441,-93.005039,42,64,
44.961248,-93.005044,43,64,
