SALESCLOSEPRICE,LISTPRICE,ORIGINALLISTPRICE,FOUNDATIONSIZE,DAYSONMARKET,FIREPLACES,SQFTABOVEGROUND,TAXES,TAXWITHASSESSMENTS,LIVINGAREA,YEARBUILT,ACRES,BATHSFULL,BATHSHALF,BATHQUARTER,BATHSTHREEQUARTER,BATHSTOTAL,BEDROOMS,SQFTBELOWGROUND,ASSOCIATIONFEE,ASSESSEDVALUATION,LIST_YEAR,LIST_MONTH,LIST_WEEKOFYEAR,LIST_DAYOFMONTH,LIST_DAYOFYEAR,WALKSCORE,BIKESCORE,MORTGAGE30US,MORTGAGE30US-1WK,MORTGAGE30US-2WK,MORTGAGE30US-3WK,MORTGAGE30US-4WK,PERCENT_OLDER_AGE_HOMES,PERCENT_SIMILAR_AGE_HOMES,PERCENT_NEWER_AGE_HOMES,PERCENT_BIGGER_SIZE_HOMES,PERCENT_SIMILAR_SIZE_HOMES,PERCENT_SMALLER_SIZE_HOMES,LISTING_TO_MEDIAN_RATIO,LISTING_PRICE_PER_SQFT,SQFT_TOTAL,ASSESSED_TO_LIST,TAX_TO_LIST,BED_TO_BATHS,PRICE_REDUCTION_PERCENT,FENCE_WIRE,FENCE_ELECTRIC,FENCE_NAN,FENCE_PARTIAL,FENCE_RAIL,FENCE_OTHER,FENCE_CHAIN LINK,FENCE_FULL,FENCE_NONE,FENCE_PRIVACY,FENCE_WOOD,FENCE_INVISIBLE,ROOF_ASPHALT SHINGLES,ROOF_SHAKES,ROOF_NAN,ROOF_UNSPECIFIED SHINGLE,ROOF_SLATE,ROOF_PITCHED,ROOF_FLAT,ROOF_TAR/GRAVEL,ROOF_OTHER,ROOF_METAL,ROOF_TILE,ROOF_RUBBER,ROOF_WOOD SHINGLES,ROOF_AGE OVER 8 YEARS,ROOF_AGE 8 YEARS OR LESS,POOLDESCRIPTION_NAN,POOLDESCRIPTION_HEATED,POOLDESCRIPTION_NONE,POOLDESCRIPTION_SHARED,POOLDESCRIPTION_INDOOR,POOLDESCRIPTION_OUTDOOR,POOLDESCRIPTION_ABOVE GROUND,POOLDESCRIPTION_BELOW GROUND,GARAGEDESCRIPTION_ASSIGNED,GARAGEDESCRIPTION_TANDEM,GARAGEDESCRIPTION_UNCOVERED/OPEN,GARAGEDESCRIPTION_TUCKUNDER,GARAGEDESCRIPTION_DRIVEWAY - ASPHALT,GARAGEDESCRIPTION_HEATED GARAGE,GARAGEDESCRIPTION_UNDERGROUND GARAGE,GARAGEDESCRIPTION_DRIVEWAY - SHARED,GARAGEDESCRIPTION_CONTRACT PKG REQUIRED,GARAGEDESCRIPTION_GARAGE DOOR OPENER,GARAGEDESCRIPTION_MORE PARKING OFFSITE FOR FEE,GARAGEDESCRIPTION_VALET PARKING FOR FEE,GARAGEDESCRIPTION_OTHER,GARAGEDESCRIPTION_MORE PARKING ONSITE FOR FEE,GARAGEDESCRIPTION_DRIVEWAY - OTHER SURFACE,GARAGEDESCRIPTION_DETACHED GARAGE,GARAGEDESCRIPTION_SECURED,GARAGEDESCRIPTION_CARPORT,GARAGEDESCRIPTION_DRIVEWAY - CONCRETE,GARAGEDESCRIPTION_ON-STREET PARKING ONLY,GARAGEDESCRIPTION_COVERED,GARAGEDESCRIPTION_INSULATED GARAGE,GARAGEDESCRIPTION_UNASSIGNED,GARAGEDESCRIPTION_NONE,GARAGEDESCRIPTION_DRIVEWAY - GRAVEL,GARAGEDESCRIPTION_NO INT ACCESS TO DWELLING,GARAGEDESCRIPTION_UNITS VARY,GARAGEDESCRIPTION_ATTACHED GARAGE,APPLIANCES_NAN,APPLIANCES_COOKTOP,APPLIANCES_WALL OVEN,APPLIANCES_WATER SOFTENER - OWNED,APPLIANCES_DISPOSAL,APPLIANCES_DISHWASHER,APPLIANCES_OTHER,APPLIANCES_INDOOR GRILL,APPLIANCES_WASHER,APPLIANCES_RANGE,APPLIANCES_REFRIGERATOR,APPLIANCES_FURNACE HUMIDIFIER,APPLIANCES_TANKLESS WATER  HEATER,APPLIANCES_ELECTRONIC AIR FILTER,APPLIANCES_MICROWAVE,APPLIANCES_EXHAUST FAN/HOOD,APPLIANCES_NONE,APPLIANCES_CENTRAL VACUUM,APPLIANCES_TRASH COMPACTOR,APPLIANCES_AIR-TO-AIR EXCHANGER,APPLIANCES_DRYER,APPLIANCES_FREEZER,APPLIANCES_WATER SOFTENER - RENTED,EXTERIOR_SHAKES,EXTERIOR_CEMENT BOARD,EXTERIOR_BLOCK,EXTERIOR_VINYL,EXTERIOR_FIBER BOARD,EXTERIOR_OTHER,EXTERIOR_METAL,EXTERIOR_BRICK/STONE,EXTERIOR_STUCCO,EXTERIOR_ENGINEERED WOOD,EXTERIOR_WOOD,DININGROOMDESCRIPTION_EAT IN KITCHEN,DININGROOMDESCRIPTION_NAN,DININGROOMDESCRIPTION_OTHER,DININGROOMDESCRIPTION_LIVING/DINING ROOM,DININGROOMDESCRIPTION_SEPARATE/FORMAL DINING ROOM,DININGROOMDESCRIPTION_KITCHEN/DINING ROOM,DININGROOMDESCRIPTION_INFORMAL DINING ROOM,DININGROOMDESCRIPTION_BREAKFAST AREA,BASEMENT_FINISHED (LIVABLE),BASEMENT_PARTIAL,BASEMENT_SUMP PUMP,BASEMENT_INSULATING CONCRETE FORMS,BASEMENT_CRAWL SPACE,BASEMENT_PARTIAL FINISHED,BASEMENT_CONCRETE BLOCK,BASEMENT_DRAINAGE SYSTEM,BASEMENT_POURED CONCRETE,BASEMENT_UNFINISHED,BASEMENT_DRAIN TILED,BASEMENT_WOOD,BASEMENT_FULL,BASEMENT_EGRESS WINDOWS,BASEMENT_DAY/LOOKOUT WINDOWS,BASEMENT_SLAB,BASEMENT_STONE,BASEMENT_NONE,BASEMENT_WALKOUT,BATHDESC_MAIN FLOOR 1/2 BATH,BATHDESC_TWO MASTER BATHS,BATHDESC_MASTER WALK-THRU,BATHDESC_WHIRLPOOL,BATHDESC_NAN,BATHDESC_3/4 BASEMENT,BATHDESC_TWO BASEMENT BATHS,BATHDESC_OTHER,BATHDESC_3/4 MASTER,BATHDESC_MAIN FLOOR 3/4 BATH,BATHDESC_FULL MASTER,BATHDESC_MAIN FLOOR FULL BATH,BATHDESC_WALK-IN SHOWER,BATHDESC_SEPARATE TUB & SHOWER,BATHDESC_FULL BASEMENT,BATHDESC_BASEMENT,BATHDESC_WALK THRU,BATHDESC_BATHROOM ENSUITE,BATHDESC_PRIVATE MASTER,BATHDESC_JACK & JILL 3/4,BATHDESC_UPPER LEVEL 1/2 BATH,BATHDESC_ROUGH IN,BATHDESC_UPPER LEVEL FULL BATH,BATHDESC_1/2 MASTER,BATHDESC_1/2 BASEMENT,BATHDESC_JACK AND JILL,BATHDESC_UPPER LEVEL 3/4 BATH,ZONING_INDUSTRIAL,ZONING_BUSINESS/COMMERCIAL,ZONING_OTHER,ZONING_RESIDENTIAL-SINGLE,ZONING_RESIDENTIAL-MULTI-FAMILY,COOLINGDESCRIPTION_WINDOW,COOLINGDESCRIPTION_WALL,COOLINGDESCRIPTION_DUCTLESS MINI-SPLIT,COOLINGDESCRIPTION_NONE,COOLINGDESCRIPTION_GEOTHERMAL,COOLINGDESCRIPTION_CENTRAL,CITY:LELM - LAKE ELMO,CITY:MAPW - MAPLEWOOD,CITY:OAKD - OAKDALE,CITY:STP - SAINT PAUL,CITY:WB - WOODBURY,LISTTYPE:EXCLUSIVE AGENCY,LISTTYPE:EXCLUSIVE RIGHT,LISTTYPE:EXCLUSIVE RIGHT WITH EXCLUSIONS,LISTTYPE:OTHER,LISTTYPE:SERVICE AGREEMENT,SCHOOLDISTRICTNUMBER:6 - SOUTH ST. PAUL,SCHOOLDISTRICTNUMBER:622 - NORTH ST PAUL-MAPLEWOOD,SCHOOLDISTRICTNUMBER:623 - ROSEVILLE,SCHOOLDISTRICTNUMBER:624 - WHITE BEAR LAKE,SCHOOLDISTRICTNUMBER:625 - ST. PAUL,SCHOOLDISTRICTNUMBER:832 - MAHTOMEDI,SCHOOLDISTRICTNUMBER:833 - SOUTH WASHINGTON COUNTY,SCHOOLDISTRICTNUMBER:834 - STILLWATER,POTENTIALSHORTSALE:NO,POTENTIALSHORTSALE:NOT DISCLOSED,STYLE:(CC) CONVERTED MANSION,STYLE:(CC) HIGH RISE (4+ LEVELS),STYLE:(CC) LOW RISE (3- LEVELS),STYLE:(CC) MANOR/VILLAGE,STYLE:(CC) TWO UNIT,STYLE:(SF) FOUR OR MORE LEVEL SPLIT,STYLE:(SF) MODIFIED TWO STORY,STYLE:(SF) MORE THAN TWO STORIES,STYLE:(SF) ONE 1/2 STORIES,STYLE:(SF) ONE STORY,STYLE:(SF) OTHER,STYLE:(SF) SPLIT ENTRY (BI-LEVEL),STYLE:(SF) THREE LEVEL SPLIT,STYLE:(SF) TWO STORIES,STYLE:(TH) DETACHED,STYLE:(TH) QUAD/4 CORNERS,STYLE:(TH) SIDE X SIDE,STYLE:(TW) TWIN HOME,ASSUMABLEMORTGAGE:INFORMATION COMING,ASSUMABLEMORTGAGE:NOT ASSUMABLE,ASSUMABLEMORTGAGE:YES W/ QUALIFYING,ASSUMABLEMORTGAGE:YES W/NO QUALIFYING,ASSESSMENTPENDING:NO,ASSESSMENTPENDING:UNKNOWN,ASSESSMENTPENDING:YES
199900,199900,199900,792,14,0,792,1451,1832.0,1319,1952,0.16,1,0,0,0.0,1,3,527,0,381.0,2017,5,18,1,121,16.0,58.0,4.02,4.03,3.97,4.08,4.1,43.6,28.9,27.5,15.0,28.1,56.8,0.9877702285361334,151.55420773313116,1319,0.001905952976488244,0.007258629314657329,3.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
199900,199900,219900,1250,73,2,1250,2206,2616.0,1850,1952,0.17,1,0,1,0.0,2,4,600,0,410.0,2017,4,17,25,115,67.0,65.0,4.03,3.97,4.08,4.1,4.14,43.6,28.9,27.5,3.5,11.5,84.9,0.9877702285361334,108.05405405405405,1850,0.0020510255127563783,0.01103551775887944,2.0,0.09095043201455211,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
197000,199900,199900,600,16,0,1080,2868,2868.0,1278,1925,0.0,1,0,0,1.0,2,3,198,0,24.0,2017,4,17,24,114,37.0,55.0,4.03,3.97,4.08,4.1,4.14,0.0,43.6,56.4,15.0,28.1,56.8,0.9877702285361334,156.41627543035995,1278,0.0001200600300150075,0.014347173586793396,1.5,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
220000,199900,209900,624,12,1,1240,1884,3994.0,1880,1921,0.11,2,0,0,1.0,3,3,640,0,3050.0,2017,4,16,21,111,74.0,83.0,3.97,4.08,4.1,4.14,4.23,0.0,43.6,56.4,15.0,28.1,56.8,0.9877702285361334,106.32978723404256,1880,0.015257628814407204,0.009424712356178089,1.0,0.04764173415912343,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
216500,199900,199900,728,11,0,1456,2024,2078.0,1520,1908,0.1,1,0,0,1.0,2,4,64,0,54.0,2017,4,16,20,110,70.0,71.0,3.97,4.08,4.1,4.14,4.23,0.0,43.6,56.4,3.5,11.5,84.9,0.9877702285361334,131.51315789473685,1520,0.0002701350675337669,0.010125062531265633,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
136000,199900,199900,968,12,0,1684,2240,2240.0,1947,2004,0.08,2,0,0,1.0,3,5,263,0,0.0,2017,4,16,19,109,49.0,64.0,3.97,4.08,4.1,4.14,4.23,93.5,6.5,0.0,0.0,3.5,96.4,0.9877702285361334,102.67077555213149,1947,0.0,0.0112056028014007,1.6666666666666667,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
221450,199900,199900,684,24,0,1354,2474,2474.0,1354,1912,0.12,1,1,0,0.0,2,3,0,0,0.0,2017,4,15,14,104,83.0,53.0,4.08,4.1,4.14,4.23,4.3,0.0,43.6,56.4,15.0,28.1,56.8,0.9877702285361334,147.63663220088625,1354,0.0,0.012376188094047023,1.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
210000,199900,199900,774,16,1,1548,2785,2844.0,1811,1911,0.1,1,0,1,1.0,3,3,263,0,58.2,2017,4,15,13,103,61.0,76.0,4.08,4.1,4.14,4.23,4.3,0.0,43.6,56.4,15.0,28.1,56.8,0.9877702285361334,110.38100496963004,1811,0.0002911455727863932,0.013931965982991497,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
199900,199900,189900,960,2,0,960,1966,1966.0,1535,1959,0.14,1,0,0,0.0,1,3,575,0,0.0,2017,4,15,10,100,58.0,70.0,4.08,4.1,4.14,4.23,4.3,43.6,28.9,27.5,15.0,28.1,56.8,0.9877702285361334,130.22801302931597,1535,0.0,0.009834917458729364,3.0,-0.05265929436545558,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
206000,199900,199900,792,9,0,1392,1274,1688.0,1452,1910,0.3,1,1,0,1.0,3,3,60,0,414.0,2017,4,14,5,95,39.0,48.0,4.1,4.14,4.23,4.3,4.21,0.0,43.6,56.4,15.0,28.1,56.8,0.9877702285361334,137.67217630853995,1452,0.0020710355177588793,0.006373186593296648,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
205000,199900,199900,1060,67,0,1192,2221,2558.0,1563,1962,0.17,1,0,1,0.0,2,4,371,0,337.0,2017,4,13,1,91,65.0,66.0,4.14,4.23,4.3,4.21,4.1,43.6,28.9,27.5,3.5,11.5,84.9,0.9877702285361334,127.89507357645553,1563,0.0016858429214607303,0.01111055527763882,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
205000,199900,199900,970,29,1,1890,2469,2886.0,2860,1948,0.0,2,0,0,1.0,3,4,970,0,418.0,2017,3,13,31,90,59.0,53.0,4.14,4.23,4.3,4.21,4.1,43.6,28.9,27.5,3.5,11.5,84.9,0.9877702285361334,69.8951048951049,2860,0.0020910455227613808,0.012351175587793898,1.3333333333333333,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
212000,199900,199900,1080,6,0,1080,2632,2690.0,1080,1949,0.14,1,0,0,0.0,1,2,0,0,58.0,2017,3,13,31,90,53.0,64.0,4.14,4.23,4.3,4.21,4.1,43.6,28.9,27.5,43.1,29.9,26.9,0.9877702285361334,185.09259259259258,1080,0.0002901450725362681,0.013166583291645823,2.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
220000,199900,199900,988,14,0,988,2430,2802.0,1830,1964,0.14,1,0,0,1.0,2,3,842,0,371.86,2017,3,13,31,90,43.0,64.0,4.14,4.23,4.3,4.21,4.1,43.6,28.9,27.5,15.0,28.1,56.8,0.9877702285361334,109.23497267759562,1830,0.0018602301150575289,0.01215607803901951,1.5,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
220000,199900,199900,1097,3,0,1316,2758,2758.0,1723,1952,0.18,1,0,0,1.0,2,4,407,0,0.0,2017,3,13,31,90,53.0,55.0,4.14,4.23,4.3,4.21,4.1,43.6,28.9,27.5,3.5,11.5,84.9,0.9877702285361334,116.01857225769008,1723,0.0,0.013796898449224613,2.0,0.0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
223700,199900,199900,952,15,0,1271,2694,2694.0,1271,1950,0.16,1,0,0,1.0,2,3,0,0,0.0,2017,3,13,28,87,47.0,47.0,4.14,4.23,4.3,4.21,4.1,43.6,28.9,27.5,15.0,28.1,56.8,0.9877702285361334,157.27773406766326,1271,0.0,0.013476738369184593,1.5,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
